question_number,chapter_number,question,choice_a,choice_b,choice_c,choice_d,answer
284,ーば,降る,降りば,降ったら,降るば,降れば,D
285,ーば,始まる,始まれば,始まりば,始まったら,始まるば,A
286,ーば,終わる,終わりば,終われば,終わったら,終わるば,B
287,ーば,返す,返したら,返すば,返せば,返しらば,C
288,ーば,撮る,撮りば,撮ったら,撮るば,撮れば,D
289,ーば,取る,取れば,取りば,取ったら,取るば,A
290,ーば,持つ,持ちば,持てば,持ったら,持つば,B
291,ーば,持って行く,持って行きば,持って行ったら,持って行けば,持って行くば,C
292,ーば,持って来る,持って来たら,持って来るば,持って来ればば,持って来れば,D
293,ーば,分かれる,分かれれば,分かれるば,分かれたら,分かれればば,A
294,ーば,困る,困りば,困れば,困ったら,困るば,B
295,ーば,死ぬ,死にば,死んだら,死ねば,死ぬば,C
296,ーば,曲がる,曲がりば,曲がったら,曲がるば,曲がれば,D
297,ーば,鳴く,鳴けば,鳴きば,鳴いたら,鳴くば,A
298,ーば,笑う,笑わば,笑えば,笑ったら,笑うば,B
299,ーば,泣く,泣きば,泣いたら,泣けば,泣くば,C
300,ーば,探す,探しらば,探したら,探すば,探せば,D
301,ーば,住む,住めば,住みば,住んだら,住むば,A
302,ーば,吸う,吸わば,吸えば,吸ったら,吸うば,B
303,ーば,聞こえる,聞こえたら,聞こえるば,聞こえれば,聞こえればば,C
304,ーば,見える,見えたら,見えるば,見えればば,見えれば,D
305,ーば,立てる,立てれば,立てるば,立てたら,立てればば,A
306,ーば,入れる,入れたば,入れれば,入れるば,入れたら,B
307,ーば,出す,出したら,出すば,出せば,出しらば,C
308,ーば,見つける,見つけたば,見つけるば,見つけたら,見つければ,D
309,ーば,かかる,かかれば,かかりば,かかったら,かかるば,A
310,ーば,頑張る,頑張りば,頑張れば,頑張ったら,頑張るば,B
311,ーば,練習する,練習したば,練習しらば,練習すれば,練習するば,C
312,ーば,散歩する,散歩しらば,散歩したば,散歩するば,散歩すれば,D
313,ーば,結婚する,結婚すれば,結婚するば,結婚したば,結婚しらば,A
314,ーば,旅行する,旅行したば,旅行すれば,旅行するば,旅行しらば,B
315,ーば,有る,有ったら,有るば,有れば,有れれば,C
316,ーば,成る,成りば,成ったら,成るば,成れば,D
317,ーば,要る,要れば,要りば,要ったら,要るば,A
318,ーば,頑張る,頑張りば,頑張れば,頑張ったら,頑張るば,B
319,ーば,練習する,練習したば,練習しらば,練習すれば,練習するば,C
320,ーば,散歩する,散歩しらば,散歩したば,散歩するば,散歩すれば,D
321,ーば,結婚する,結婚すれば,結婚するば,結婚したば,結婚しらば,A
322,ーば,旅行する,旅行したば,旅行すれば,旅行するば,旅行しらば,B
323,ーば,有る,有ったら,有るば,有れば,有れれば,C
324,ーば,成る,成りば,成ったら,成るば,成れば,D
325,ーばない,褒める (Praise),褒めなれば,褒めなければ,褒めらなければ,褒めれば,B
326,ーばない,誘う (Invite),誘わなけば,誘わなれば,誘わないければ,誘わなければ,D
327,ーばない,助ける (Help),助けなれば,助けらなければ,助けなければ,助けるなければ,C
328,ーばない,頼む (Ask),頼まなければ,頼みなければ,頼まければ,頼めなければ,A
329,ーばない,招待する (Invite),招待すなければ,招待したければ,招待しらなければ,招待しなければ,D
330,ーばない,ある (To be/exist),あらなければ,なければ,ありなければ,あななければ,B
331,ーばない,いる (To be/exist),いななければ,いなければ,いらなければ,いれば,B
332,ーばない,行く (Go),行きなければ,行かなれば,行かななければ,行かなければ,D
333,ーばない,来る (Come),きなければ,来なければ,こなれば,くるなければ,B
334,ーばない,帰る (Return),帰りなければ,帰らなれば,帰らなければ,帰れなければ,C
335,ーばない,見る (See),見らなければ,見なければ,見なれば,見ななければ,B
336,ーばない,聞く (Listen),聞かなければ,聞きなければ,聞かなれば,聞けなければ,A
337,ーばない,話す (Speak),話しななければ,話せなければ,話さなければ,話さなけば,C
338,ーばない,言う (Say),言わなければ,言わなけば,言わなれば,言いなければ,A
339,ーばない,読む (Read),読みなければ,読まければ,読めなければ,読まなければ,D
340,ーばない,書く (Write),書けなければ,書かなければ,書きなければ,書くなければ,B
341,ーばない,食べる (Eat),食べなければ,食べなれば,食べらなければ,食べるなければ,A
342,ーばない,飲む (Drink),飲めなければ,飲みなければ,飲まなければ,飲みなれば,C
343,ーばない,寝る (Sleep),寝らなければ,寝なれば,寝なければ,寝るければ,C
344,ーばない,起きる (Wake up),起きなければ,起きらなければ,起きなれば,起きるなければ,A
345,ーばない,する (Do),さなければ,しなければ,すらなければ,しなれば,B
346,ーばない,勉強する (Study),勉強したければ,勉強すらなければ,勉強しなれば,勉強しなければ,D
347,ーばない,働く (Work),働きなければ,働かなれば,働かなければ,働けなければ,C
348,ーばない,休む (Rest),休まなければ,休みなければ,休まなれば,休めなければ,A
349,ーばない,会う (Meet),会わなけば,会わなければ,会あなければ,会いなければ,B
350,ーばない,買う (Buy),買あなければ,買わなれば,買わなければ,買わなけば,C
351,ーばない,売る (Sell),売りなければ,売れなければ,売らなれば,売らなければ,D
352,ーばない,作る (Make),作らなければ,作りなければ,作れなければ,作らなれば,A
353,ーばない,使う (Use),使あなければ,使わなければ,使わなけば,使いなければ,B
354,ーばない,泳ぐ (Swim),泳げなければ,泳がなれば,泳がなければ,泳ぎなければ,C
355,ーばない,遊ぶ (Play),遊びなければ,遊べなければ,遊ばなれば,遊ばなければ,D
356,ーばない,歌う (Sing),歌わなければ,歌わなれば,歌あなければ,歌いなければ,A
357,ーばない,待つ (Wait),待たなれば,待たなければ,待ちなければ,待てなければ,B
358,ーばない,立つ (Stand),立ちなければ,立たなれば,立たなければ,立てなければ,C
359,ーばない,座る (Sit),座りなければ,座れなければ,座らなれば,座らなければ,D
360,ーばない,歩く (Walk),歩かなければ,歩きなければ,歩かなれば,歩けなければ,A
361,ーばない,走る (Run),走りなければ,走らなければ,走れなければ,走らなれば,B
362,ーばない,入る (Enter),入れなければ,入らなれば,入らなければ,入りなければ,C
363,ーばない,出る (Exit),出らなければ,出なれば,出れば,出なければ,D
364,ーばない,開ける (Open - trans.),開けなければ,開けなれば,開けらなければ,開けるなければ,A
365,ーばない,開く (Open - intrans.),開けなければ,開かなければ,開きなければ,開かなれば,B
366,ーばない,閉める (Close - trans.),閉めなれば,閉めらなければ,閉めなければ,閉めるなければ,C
367,ーばない,閉まる (Close - intrans.),閉まりなければ,閉まれなければ,閉まらなれば,閉まらなければ,D
368,ーばない,見せる (Show),見せなければ,見せなれば,見せらなければ,見せるなければ,A
369,ーばない,貸す (Lend),貸さなけば,貸さなければ,貸しなければ,貸せなければ,B
370,ーばない,借りる (Borrow),借りらなければ,借りなれば,借りなければ,借りるなければ,C
371,ーばない,教える (Teach),教えなれば,教えらなければ,教えるなければ,教えなければ,D
372,ーばない,習う (Learn),習わなければ,習わなけば,習わなれば,習あなければ,A
373,ーばない,分かる (Understand),分かれなければ,分からなければ,分かりなければ,分からなれば,B
374,ーばない,分ける (Divide),分けなれば,分けらなければ,分けなければ,分けるなければ,C
375,ーばない,忘れる (Forget),忘れなれば,忘れらなければ,忘れるなければ,忘れなければ,D
376,ーばない,覚える (Remember),覚えなければ,覚えなれば,覚えらなければ,覚えるなければ,A
377,ーばない,要る (Need),いれなければ,いらなければ,いりなければ,いらなれば,B
378,ーばない,置く (Put),置きなければ,置かなれば,置けなければ,置かなければ,D
379,ーばない,切る (Cut),切りなければ,切らなければ,切れなければ,切らなれば,B
380,ーばない,消す (Turn off),消しなければ,消せなければ,消さなければ,消さなけば,C
381,ーばない,消える (Go out/Extinguish),消えなれば,消えらなければ,消えるなければ,消えなければ,D
382,ーばない,押す (Push),押さなければ,押しなければ,押せなければ,押さなけば,A
383,ーばない,引く (Pull),引けなければ,引かなければ,引きなければ,引かなれば,B
384,ーばない,乗る (Ride),乗りなければ,乗れなければ,乗らなければ,乗らなれば,C
385,ーばない,着る,着なければ,着らなければ,着なれば,着なければば,A
386,ーばない,脱ぐ,脱ぎなければ,脱がなければ,脱げなければ,脱がなければば,B
387,ーばない,洗う,洗わなけば,洗わなければば,洗わなければ,洗あなければ,C
388,ーばない,掃除する,掃除しなれば,掃除したなければ,掃除すらなければ,掃除しなければ,D
389,ーばない,洗濯する,洗濯しなければ,洗濯しなれば,洗濯したなければ,洗濯すらなければ,A
390,ーばない,晴れる,晴れらなければ,晴れなければ,晴れなれば,晴れなければば,B
391,ーばない,降る,降れなければ,降らなければば,降らなければ,降りなければ,C
392,ーばない,始まる,始まりなければ,始まれなければ,始まらなければば,始まらなければ,D
393,ーばない,終わる,終わらなければ,終わりなければ,終われなければ,終わらなければば,A
394,ーばない,返す,返しなければ,返さなければ,返せなければ,返さなけば,B
395,ーばない,撮る,撮りなければ,撮れなければ,撮らなければ,撮らなければば,C
396,ーばない,取る,取りなければ,取れなければ,取らなければば,取らなければ,D
397,ーばない,持つ,持たなければ,持たなれば,持ちなければ,持たなければば,A
398,ーばない,持って行く,持って行きなければ,持って行かなければ,持って行けなければ,持って行かなければば,B
399,ーばない,持って来る,持ってこなければ,持ってきなければ,持って来なければ,持ってこなければ,C
400,ーばない,分かれる,分かれなれば,分かれらなければ,分かれなければば,分かれなければ,D
401,ーばない,困る,困らなければ,困りなければ,困れなければ,困らなければば,A
402,ーばない,死ぬ,死ねなければ,死ななければ,死になければ,死ななければば,B
403,ーばない,曲がる,曲がりなければ,曲がれなければ,曲がらなければ,曲がらなければば,C
404,ーばない,鳴く,鳴けなければ,鳴かなければば,鳴きなければ,鳴かなければ,D
405,ーばない,笑う,笑わなければ,笑わなけば,笑わなければば,笑あなければ,A
406,ーばない,泣く,泣きなければ,泣かなければ,泣けなければ,泣かなければば,B
407,ーばない,探す,探しなければ,探せなければ,探さなければ,探さなけば,C
408,ーばない,住む,住みなければ,住めなければ,住まなければば,住まなければ,D
409,ーばない,吸う,吸わなければ,吸わなけば,吸わなければば,吸あなければ,A
410,ーばない,聞こえる,聞こえらなければ,聞こえなければ,聞こえなれば,聞こえなければば,B
411,ーばない,見える,見えなれば,見えらなければ,見えなければ,見えなければば,C
412,ーばない,立てる,立てらなければ,立てなれば,立てなければば,立てなければ,D
413,ーばない,入れる,入れなければ,入れなれば,入れらなければ,入れなければば,A
414,ーばない,出す,出しなければ,出さなければ,出せなければ,出さなけば,B
415,ーばない,見つける,見つけなれば,見つけらなければ,見つけなければ,見つけなければば,C
416,ーばない,かかる,かかれなければ,かかりなければ,かからなければば,かからなければ,D
417,ーばない,頑張る,頑張らなければ,頑張りなければ,頑張れなければ,頑張らなければば,A
418,ーばない,練習する,練習したなければ,練習しなければ,練習すらなければ,練習しなれば,B
419,ーばない,散歩する,散歩しなれば,散歩したなければ,散歩しなければ,散歩すらなければ,C
420,ーばない,結婚する,結婚したなければ,結婚すらなければ,結婚しなれば,結婚しなければ,D
421,ーばない,旅行する,旅行しなければ,旅行しなれば,旅行したなければ,旅行すらなければ,A
422,ーばない,有る,あらなければ,なければ,ありなければ,あななければ,B
423,ーばない,成る,なりなければ,なれなければ,ならなければ,ならなければば,C
424,ーばない,要る,いれなければ,いらなければば,いりなければ,いらなければ,D
425,ーばない,頑張る,頑張らなければ,頑張りなければ,頑張れなければ,頑張らなければば,A
426,ーばない,練習する,練習しなれば,練習しなければ,練習したなければ,練習すらなければ,B
427,ーばない,散歩する,散歩しなれば,散歩したなければ,散歩しなければ,散歩すらなければ,C
428,ーばない,結婚する,結婚したなければ,結婚すらなければ,結婚しなれば,結婚しなければ,D
429,ーばない,旅行する,旅行しなければ,旅行しなれば,旅行したなければ,旅行すらなければ,A
430,ーばない,有る,あらなければ,なければ,ありなければ,あななければ,B
431,ーばない,成る,なりなければ,なれなければ,ならなければ,ならなければば,C
